2021-10-12 14:22:35, 2, 3363.101526609986, 139, -0.005894682801714757, 3620985.772103659
2021-10-12 14:22:48, 18, 5387.072055109957, 141, -0.0059839796547482655, 6143422.806402439
2021-10-12 14:22:52, 22, 9466.07439278991, 129, -0.005536809822589885, 3444919.837195122
2021-10-12 14:22:53, 24, 12108.188058879863, 126, -0.006043486660573541, 14283621.782317072
2021-10-12 14:22:58, 29, 14499.72543970988, 136, -0.00638427948806344, 3386152.683231707
2021-10-12 14:22:58, 30, 18335.76997704988, 129, -0.005876661155645441, 7604185.582774391
2021-10-12 14:22:59, 31, 29796.37370023987, 134, -0.006914872548929075, 15153642.37957317
2021-10-12 14:23:03, 35, 31888.893000229873, 130, -0.006750566857617076, 2197965.39222561
2021-10-12 14:25:12, 170, 38726.9566362898, 144, -0.00623676235355982, 5927367.358384145
2021-10-12 14:26:32, 238, 43392.64328910971, 137, -0.008269692812024092, 9025119.929878049
2021-10-12 14:26:40, 244, 45659.1836655497, 122, -0.010786479457122524, 713041.2897103659
2021-10-12 14:26:42, 245, 48683.651756069674, 127, -0.008156606918428002, 3211158.384146342
2021-10-12 14:26:43, 246, 54353.70199397967, 137, -0.008922146306168744, 7182299.526219511
2021-10-12 14:27:21, 273, 64099.382318069824, 148, -0.011937262681199283, 18584502.710365854
2021-10-12 14:27:22, 274, 70843.48954077985, 137, -0.008834430357305014, 4060238.383231707
2021-10-12 14:27:24, 275, 76691.22385837983, 141, -0.008658004788363852, 5483413.436280487
2021-10-12 14:27:26, 277, 83426.85570120983, 134, -0.008392129511367984, 4429431.112652439
2021-10-12 14:27:30, 280, 100935.57475781982, 139, -0.014101279072645233, 8141461.139939025
2021-10-12 14:27:33, 284, 106180.77344396974, 141, -0.007563441882773144, 12873158.278048782
2021-10-12 14:27:39, 289, 113919.07103021978, 140, -0.010645666391384312, 8096915.542073172
2021-10-12 14:27:41, 290, 126949.4892057498, 145, -0.011089018677792897, 7484921.585365854
2021-10-12 14:27:42, 291, 136596.1156798998, 128, -0.008944245005344471, 3158019.3963414636
2021-10-12 14:27:51, 300, 140291.32501500976, 136, -0.009053132083357835, 2975654.951219512
2021-10-12 14:27:52, 301, 144196.13756724977, 122, -0.006938359241296606, 347851.4685308689
2021-10-12 14:28:07, 313, 152612.6596690898, 132, -0.010627341960988395, 6270212.5792682925
2021-10-12 14:28:13, 317, 168257.83060286977, 136, -0.012931836887103754, 12212285.07195122
2021-10-12 14:28:14, 318, 170888.66879786976, 136, -0.014303821034547758, 4191519.278810975
2021-10-12 14:28:15, 319, 181316.57289887976, 141, -0.009838714341564875, 6619009.787804877
2021-10-12 14:28:22, 325, 187135.94553299985, 130, -0.01035670176057554, 268852.27223704266
2021-10-12 14:28:24, 326, 198566.60101858983, 139, -0.007843306406242092, 2113732.6126524387
2021-10-12 14:28:26, 328, 207458.49147949982, 146, -0.009331848190688505, 6014199.250304878
2021-10-12 14:28:34, 335, 212311.78424388985, 129, -0.00792362177517356, 8267323.463871952
2021-10-12 14:28:38, 339, 214785.02615547983, 143, -0.010999145531436293, 11012352.781707317
2021-10-12 14:28:51, 349, 227176.90560080973, 146, -0.010951948910951616, 9597243.33719512
2021-10-12 14:28:52, 350, 231871.67638172975, 130, -0.008836174374673425, 452544.4557926829
2021-10-12 14:28:54, 351, 235843.92875039976, 139, -0.011187206026984423, 7269211.158231707
2021-10-12 14:28:56, 352, 240458.62030634977, 144, -0.006873292639488127, 5252196.859756097
2021-10-12 14:28:57, 353, 248881.35993473974, 151, -0.010199223267959384, 5446012.346951219
2021-10-12 14:28:59, 354, 252493.26668912976, 148, -0.010070531597224678, 1449430.2104420732
2021-10-12 14:29:02, 356, 256892.6470930197, 137, -0.010316354958567676, 3394387.652591463
2021-10-12 14:29:04, 357, 268719.85716902965, 141, -0.011209373121581427, 9512631.599390244
2021-10-12 14:29:05, 358, 275817.48842216964, 147, -0.010987438197906426, 1880766.9118902439
2021-10-12 14:29:09, 361, 280951.5506978796, 165, -0.006976370231770888, 6466110.490091463
2021-10-12 14:29:11, 362, 295234.60254397965, 156, -0.010857887248077045, 7187028.615853658
2021-10-12 14:39:06, 967, 297354.6674836593, 169, -0.010071159499447521, 4452521.654420732
2021-10-12 14:39:07, 968, 304577.64842412923, 174, -0.00770784640094129, 976403.4091082318
2021-10-12 14:39:08, 969, 308321.9021368392, 168, -0.010811057686805726, 4872119.735518293
2021-10-12 14:39:11, 973, 312517.3740312992, 169, -0.01148543462111819, 1633063.4028963414
2021-10-12 14:39:13, 975, 321929.24542077916, 173, -0.007129249667249075, 8141158.545731707
2021-10-12 14:39:14, 976, 324249.0428560092, 171, -0.013307461269745014, 651521.4634146341
2021-10-12 14:39:15, 977, 328838.1860347793, 176, -0.025398062714716285, 3401127.9888719516
2021-10-12 14:39:19, 982, 335880.7829897891, 174, -0.014177410395407096, 5395145.224771341
2021-10-12 14:39:23, 987, 339846.0828876791, 169, -0.00957563050636431, 6911852.580487805
2021-10-12 14:40:52, 1095, 344454.4965270896, 182, -0.017886023078022933, 20016718.619512197
2021-10-12 14:40:53, 1096, 354699.8886722396, 178, -0.0165800806725534, 6406162.524390245
2021-10-12 14:40:56, 1100, 361599.5790178397, 186, -0.011742749519464447, 14227639.790243901
2021-10-12 14:40:58, 1103, 365954.03682943963, 191, -0.012733228868100702, 14913455.628658535
2021-10-12 14:41:00, 1105, 377846.2103320696, 183, -0.009076180127335758, 15347236.702439025
2021-10-12 14:41:10, 1117, 383788.8357456194, 184, -0.0333528382590086, 13727448.131707318
2021-10-12 14:41:11, 1118, 389747.1518662693, 185, -0.0066096579883156755, 3824157.2765243906
2021-10-12 14:41:12, 1119, 399820.8009467393, 189, -0.01539610315386842, 7249048.1591463415
2021-10-12 14:41:14, 1122, 407513.4909730093, 185, -0.008880161112401544, 2388981.6935975607
2021-10-12 14:41:16, 1124, 421464.0504056993, 192, -0.0136026135668522, 18898792.834146343
2021-10-12 14:41:20, 1129, 424197.67642062926, 170, -0.016849375116388975, 6354716.431402439
2021-10-12 14:41:22, 1131, 432110.3288601592, 178, -0.013332731035969606, 5042219.685975609
2021-10-12 14:41:23, 1132, 435449.0044797692, 178, -0.016370585506282204, 822074.6457317073
2021-10-12 14:41:28, 1138, 438247.7851172993, 170, -0.017188537357057013, 5826978.623780488
2021-10-12 14:41:29, 1139, 453456.92847426934, 181, -0.010643909855677588, 11782083.578658536
2021-10-12 14:41:32, 1143, 462588.0699501993, 173, -0.013760691372359671, 3978193.5134146344
2021-10-12 14:41:36, 1148, 470605.5555450694, 169, -0.007727024286258511, 3544370.069969512
2021-10-12 14:41:37, 1149, 480237.76228974934, 174, -0.011795630237859924, 7748317.149695122
2021-10-12 14:41:38, 1150, 484726.51777604944, 182, -0.004678554596697412, 1817757.175304878
2021-10-12 14:49:13, 1606, 500314.93559604976, 199, -0.012955453778367217, 8822161.622560976
2021-10-12 14:49:14, 1607, 508336.9271590898, 200, -0.00744625210035138, 7030566.903048781
2021-10-12 14:49:25, 1615, 519283.2651607997, 199, -0.015310514254904373, 8434102.458536586
2021-10-12 14:49:27, 1616, 523578.72116453975, 200, -0.007557863651252375, 5887408.7737804875
