Date,Open,Close,High,Low,Volume
2019-10-13 02:00:00,8358.0,8364.8,8372.3,8354.0,23.24569835
2019-10-13 03:00:00,8364.6,8360.2,8364.6,8354.0,11.81414009
2019-10-13 04:00:00,8360.2,8360.2,8373.2,8352.9,74.83889735
2019-10-13 05:00:00,8360.1,8349.2,8360.1,8343.2,156.3538908
2019-10-13 06:00:00,8349.9,8334.6,8349.9,8331.42060101,40.10274886
2019-10-13 07:00:00,8334.6,8347.4,8364.0,8334.5,37.31839279
2019-10-13 08:00:00,8347.4,8367.0,8367.0,8343.6,16.2938721
2019-10-13 09:00:00,8366.6,8362.1718905,8367.4,8343.2,16.98714151
2019-10-13 10:00:00,8362.2,8362.29837543,8372.0,8358.0,27.04093467
2019-10-13 11:00:00,8362.2,8381.7,8407.7,8359.0,193.09465731
2019-10-13 12:00:00,8381.7,8430.9,8462.6,8374.78814821,621.86746856
2019-10-13 13:00:00,8430.9,8438.4,8466.7,8414.7,172.44616258
2019-10-13 14:00:00,8438.4,8438.0,8449.6,8403.9,114.87884303
2019-10-13 15:00:00,8441.1,8434.5,8462.5,8420.6,221.44217136
2019-10-13 16:00:00,8434.0143914,8452.0024784,8477.96534398,8432.9,93.63407074
2019-10-13 17:00:00,8453.1,8449.3,8469.0,8445.0,84.56082115
2019-10-13 18:00:00,8449.3,8445.7,8459.4,8439.4,35.82149
2019-10-13 19:00:00,8445.7,8462.5,8462.8,8444.9,21.49486135
2019-10-13 20:00:00,8462.5,8274.4,8463.7,8160.4,1621.87838137
2019-10-13 21:00:00,8276.5,8267.2,8276.5,8246.9,66.29181862
2019-10-13 22:00:00,8266.46189082,8304.7,8315.2,8261.3,88.35757734
2019-10-13 23:00:00,8301.2937322,8304.9,8333.37929285,8289.45700768,117.7863512
2019-10-14 00:00:00,8304.9,8291.6,8305.5,8254.0,163.96352523
2019-10-14 01:00:00,8292.1,8310.3,8314.2,8287.7,32.0774082
2019-10-14 02:00:00,8310.2,8299.90706481,8323.6,8299.16563285,76.46448256000001
2019-10-14 03:00:00,8299.90706481,8305.0,8325.0,8298.9,121.66688679
2019-10-14 04:00:00,8304.9,8298.2,8305.0,8298.2,36.78911404
2019-10-14 05:00:00,8298.2,8333.062036,8342.0,8292.7,79.73380944
2019-10-14 06:00:00,8333.0,8334.95864126,8343.6,8326.9,48.99563207
2019-10-14 07:00:00,8334.9,8323.1,8341.12934772,8309.2,40.88813319
2019-10-14 08:00:00,8323.1,8325.0,8339.4,8323.0,37.40392429
2019-10-14 09:00:00,8325.0,8322.7,8341.9,8312.9,52.11784454
2019-10-14 10:00:00,8322.2,8328.05620752,8337.7,8315.0,49.35018239
2019-10-14 11:00:00,8328.05620752,8305.8,8328.9,8300.2,52.03208114
2019-10-14 12:00:00,8305.8338324,8278.42464257,8306.1,8260.0,252.23378939
2019-10-14 13:00:00,8278.4,8299.5,8302.8,8277.0,87.47988198
2019-10-14 14:00:00,8300.2,8282.9,8303.6,8282.9,66.92840333
2019-10-14 15:00:00,8282.8,8276.0,8297.2,8269.0,136.80800684
2019-10-14 16:00:00,8275.5,8355.1,8428.2,8227.3,647.7682927
2019-10-14 17:00:00,8355.0,8361.8,8383.3,8347.9,136.72953972
2019-10-14 18:00:00,8356.4,8383.0,8383.4,8356.4,51.30721061
2019-10-14 19:00:00,8383.4,8358.8,8403.8,8354.1585598,47.61405157
2019-10-14 20:00:00,8358.8,8361.6,8371.68592867,8346.0677626,48.21201519
2019-10-14 21:00:00,8360.6,8336.0,8367.7,8268.4,219.71521156
2019-10-14 22:00:00,8335.9,8365.8,8366.0,8333.5,24.08025756
2019-10-14 23:00:00,8365.9,8369.9648501,8373.2,8354.8,30.17864124
2019-10-15 00:00:00,8369.9648501,8383.5,8439.7,8369.9648501,191.84226386
2019-10-15 01:00:00,8383.5,8356.9,8390.0,8356.9,37.94698427
2019-10-15 02:00:00,8356.9340745,8358.7,8360.7,8341.0,39.33367495
2019-10-15 03:00:00,8360.1,8342.41648106,8360.14637491,8342.0,18.5789607
2019-10-15 04:00:00,8342.1,8347.9,8348.0,8332.6,26.66879384
2019-10-15 05:00:00,8348.0,8352.6,8353.3,8339.4,69.99902454000001
2019-10-15 06:00:00,8352.6,8326.4,8354.2,8320.0,40.82389549
2019-10-15 07:00:00,8326.3,8309.0,8335.4,8302.6,60.25538898
2019-10-15 08:00:00,8309.0,8316.4,8325.2,8286.0,147.32639781
2019-10-15 09:00:00,8316.4,8304.4,8322.3,8300.0,133.99431511
2019-10-15 10:00:00,8302.4504854,8334.6,8336.9,8299.5,73.52988899
2019-10-15 11:00:00,8334.7,8314.1545788,8334.7,8302.1,23.64013968
2019-10-15 12:00:00,8314.2,8337.6,8339.3,8308.1,35.23110378
2019-10-15 13:00:00,8337.5,8327.4,8343.0,8315.0,34.43361275
2019-10-15 14:00:00,8327.0,8283.2,8339.0,8272.62641372,208.96889281
2019-10-15 15:00:00,8283.1368512,8339.7,8389.6,8267.0,386.58599876
2019-10-15 16:00:00,8339.7,8203.7,8344.6,8100.0,936.76166338
2019-10-15 17:00:00,8204.7,8190.1,8220.2,8182.0,125.45262692
2019-10-15 18:00:00,8190.0,8195.2,8200.2,8173.5,89.1485571
2019-10-15 19:00:00,8194.7,8198.4,8214.1410382,8185.4,304.77671925
2019-10-15 20:00:00,8198.4,8169.1,8198.4,8164.4,110.82580228
2019-10-15 21:00:00,8167.6,8176.8,8177.1,8155.1,46.95598045
2019-10-15 22:00:00,8176.3,8166.0,8180.0,8166.0,51.43401782
2019-10-15 23:00:00,8164.8,8191.1,8197.0,8160.5,82.02576902
2019-10-16 00:00:00,8191.1,8186.4,8191.1,8156.8,272.47170116
2019-10-16 01:00:00,8186.3,8194.9,8204.3,8186.3,37.54821552
2019-10-16 02:00:00,8196.39303892,8184.5,8196.4,8184.5,24.3827509
2019-10-16 03:00:00,8184.5,8186.7,8186.7,8176.0,21.07297602
2019-10-16 04:00:00,8186.69115,8197.5,8201.1,8186.6,90.50308089
2019-10-16 05:00:00,8197.5,8193.79464427,8197.6,8186.8,35.82750675
2019-10-16 06:00:00,8193.8,8184.0,8201.8,8184.0,28.86847554
2019-10-16 07:00:00,8184.0,8158.9,8186.38195995,8155.1,56.18352967
2019-10-16 08:00:00,8158.8,8136.1,8166.3,8127.5,1228.39586439
2019-10-16 09:00:00,8136.0353814,8162.05153521,8162.3,8129.0,313.37617247000003
2019-10-16 10:00:00,8162.27222365,8159.3,8175.9,8140.5,742.73446074
2019-10-16 11:00:00,8159.3,8075.1,8159.3644992,8039.2,1199.77008152
2019-10-16 12:00:00,8075.0,8013.97535251,8075.1,7968.0,1061.07861805
2019-10-16 13:00:00,8013.9,8023.3,8031.0,7989.0,232.33366194
2019-10-16 14:00:00,8023.1,7987.5,8023.1,7970.0,212.20011285
2019-10-16 15:00:00,7986.7,7979.1,8008.8,7979.0,203.81005727
2019-10-16 16:00:00,7979.1,7998.9,8048.0,7960.0,473.99769901999997
2019-10-16 17:00:00,7998.9848848,8003.4,8006.7,7970.46459613,124.5840395
2019-10-16 18:00:00,8003.5,7986.46328844,8003.5,7986.4,42.47441384
2019-10-16 19:00:00,7986.4,7973.6,7986.5,7960.0,201.96028148
2019-10-16 20:00:00,7973.7,8011.0,8011.0,7973.6,240.19434118
2019-10-16 21:00:00,8011.0,8003.4780078,8012.4,8003.4,48.71627484
2019-10-16 22:00:00,8003.5,8021.8,8027.8967684,7993.6,149.9894561
2019-10-16 23:00:00,8021.8,8016.0,8028.0,8015.4,34.90718189
2019-10-17 00:00:00,8016.1,7981.9,8016.1,7980.9,91.35432907
2019-10-17 01:00:00,7981.9,7980.1,7985.8,7974.4,61.0374536
2019-10-17 02:00:00,7980.1,8004.3,8006.39039216,7980.1,50.72947763
2019-10-17 03:00:00,8004.3,7989.0,8005.2,7989.0,13.0608997
2019-10-17 04:00:00,7989.0,7960.9,7993.2,7951.5,117.30554367
2019-10-17 05:00:00,7960.901404,8005.3,8010.4,7949.3,283.64544247
2019-10-17 06:00:00,8005.4,7982.9346528,8015.87743142,7982.9,37.19095662
2019-10-17 07:00:00,7982.95139512,7998.3,8007.7,7982.95139512,61.73463874
2019-10-17 08:00:00,7998.3,8075.1,8087.9,7998.3,398.33622545000003
2019-10-17 09:00:00,8074.4,8081.5,8087.8,8051.3,155.78376242
2019-10-17 10:00:00,8081.5,8102.3,8124.8,8081.5,183.18522854
2019-10-17 11:00:00,8102.8,8095.8,8129.0,8094.4,73.82512443
2019-10-17 12:00:00,8095.9,8065.1,8095.9,8040.0,266.02571382
2019-10-17 13:00:00,8065.05022748,8087.1,8096.3,8065.05022748,60.1016516
2019-10-17 14:00:00,8087.2,8072.95782361,8087.7,8060.0,56.33433596
2019-10-17 15:00:00,8072.95782361,8097.1,8118.59427966,8072.9,77.25362276999999
2019-10-17 16:00:00,8097.0,8108.2391434,8148.0,8085.8,97.89385261
2019-10-17 17:00:00,8108.2,8105.5,8117.8228058,8089.6,88.70904724
2019-10-17 18:00:00,8105.7,8105.9507227,8109.3,8097.4,45.19095968
2019-10-17 19:00:00,8105.9507227,8079.86257271,8106.0,8073.0,45.54657919
2019-10-17 20:00:00,8082.22378488,8070.2,8085.1,8062.14589334,46.37496802
2019-10-17 21:00:00,8070.22617338,8085.5,8085.5,8069.5,18.02298685
2019-10-17 22:00:00,8084.9,8077.6,8150.5326571,8075.6,434.84082582999997
2019-10-17 23:00:00,8078.0,8092.3,8108.2,8077.9,48.32404121
2019-10-18 00:00:00,8092.3,8112.6,8120.0,8081.0,41.39604764
2019-10-18 01:00:00,8112.4,8133.8,8133.9,8110.7,25.11347851
2019-10-18 02:00:00,8133.9,8112.9,8135.11397057,8107.0,119.59349367
2019-10-18 03:00:00,8112.92396875,8091.9,8113.1,8089.00015154,64.98600125
2019-10-18 04:00:00,8091.8075108,8098.17835601,8102.1,8087.2,17.3916326
2019-10-18 05:00:00,8097.9558908,7948.5,8097.9558908,7910.0,1342.65038343
2019-10-18 06:00:00,7947.2,7952.2,7971.1,7910.0,290.28790572
2019-10-18 07:00:00,7952.0,7950.0,7953.0,7931.0,91.97135063
2019-10-18 08:00:00,7950.0,7916.4,7951.9,7860.0,861.73847756
2019-10-18 09:00:00,7914.0,7941.5,7960.0,7914.0,118.68749495
2019-10-18 10:00:00,7943.31466681,7932.6,7943.4,7909.8,129.91599614
2019-10-18 11:00:00,7931.9,7959.1,7965.3,7929.6,114.14807451
2019-10-18 12:00:00,7958.7,7964.3299836,8006.7,7954.8,175.80736007000002
2019-10-18 13:00:00,7964.3,7979.58694221,8032.8,7953.37489856,513.80780806
2019-10-18 14:00:00,7979.30064549,7948.4,7979.30064549,7924.9,243.931077
2019-10-18 15:00:00,7948.4,7958.9,7978.0,7948.3,139.84110588
2019-10-18 16:00:00,7958.6,7962.37826971,7997.0,7955.6,104.40832552
2019-10-18 17:00:00,7962.37826971,7978.2122908,7981.9,7950.0,61.5151568
2019-10-18 18:00:00,7978.3,7961.6,8029.0,7946.1,547.89801443
2019-10-18 19:00:00,7961.6,7985.62461925,7987.1,7961.5,82.5653973
2019-10-18 20:00:00,7985.62461925,7972.94040608,7985.84682683,7950.0,73.16031296
2019-10-18 21:00:00,7972.9,7977.8,7979.0,7967.0,32.1531677
2019-10-18 22:00:00,7977.7,8000.61627326,8016.0,7977.0,65.49987985
2019-10-18 23:00:00,8003.8,7987.3,8010.4,7985.2,41.88351185
2019-10-19 00:00:00,7989.1,7963.3,7992.6,7951.6,70.10200723
2019-10-19 01:00:00,7963.8,7957.96597021,7982.9,7957.9,61.76079814
2019-10-19 02:00:00,7957.9,7957.07277014,7962.0,7943.0,42.7415775
2019-10-19 03:00:00,7957.07277014,7987.9,7989.1,7956.9,12.87379856
2019-10-19 04:00:00,7987.9,7985.1,7998.7638192,7976.0,37.28411922
2019-10-19 05:00:00,7985.1,7970.4,7990.0,7961.6,27.58293788
2019-10-19 06:00:00,7969.9,7971.6,7972.2,7954.5,23.01949236
2019-10-19 07:00:00,7971.7,7984.8,7985.38926281,7955.7,735.86940837
2019-10-19 08:00:00,7984.8,7998.9,8039.3,7978.2,200.54390966
2019-10-19 09:00:00,7996.2,7992.9,8010.1,7981.3,95.11635808
2019-10-19 10:00:00,7992.6891227,7979.9,7992.6891227,7969.2,45.71683583
2019-10-19 11:00:00,7980.4,7989.5,7991.3493226,7972.25717123,21.90269584
2019-10-19 12:00:00,7989.6,8092.2,8119.5,7927.0,958.79645773
2019-10-19 13:00:00,8090.9,8061.6,8119.5,8056.5,189.58120438
2019-10-19 14:00:00,8061.5,8054.6,8071.5,8050.0,60.06129127
2019-10-19 15:00:00,8054.6,8033.3,8069.0,8033.3,110.88537324
2019-10-19 16:00:00,8033.32972561,8012.9,8038.4,7997.9,158.63507854
2019-10-19 17:00:00,8013.0,8029.3,8029.3,7977.8,172.17519179
2019-10-19 18:00:00,8029.3,8013.5,8033.6,8013.2,15.50850328
2019-10-19 19:00:00,8013.45602418,8009.7169119,8013.5,7996.1,67.49045015
2019-10-19 20:00:00,8009.7,7981.7,8009.7,7960.3,137.73885603
2019-10-19 21:00:00,7981.7,7999.8467076,8004.8,7948.8,189.73571883
2019-10-19 22:00:00,7999.8467076,7979.9,7999.9,7967.9,23.80341741
2019-10-19 23:00:00,7979.9,7992.9,7993.0,7972.9,52.27417562
2019-10-20 00:00:00,7993.0,7951.9,7996.3,7940.8,121.11850396
2019-10-20 01:00:00,7948.0,7945.2377268,7975.1,7935.5,117.82636132
2019-10-20 02:00:00,7945.3,7941.9,7970.8,7921.6,211.11598064
2019-10-20 03:00:00,7942.1,7954.7,7955.1,7941.363441,25.46593657
2019-10-20 04:00:00,7954.7,7962.2,7973.0,7950.0,16.36745796
2019-10-20 05:00:00,7962.2,7960.0,7968.3,7960.0,8.64436797
2019-10-20 06:00:00,7960.0,7979.06782172,7985.4,7957.3,10.04208409
2019-10-20 07:00:00,7979.06782172,7950.4,7979.1,7943.8,43.23386114
2019-10-20 08:00:00,7950.4,7961.8,7961.9,7924.8,51.218784140000004
2019-10-20 09:00:00,7961.9,7985.0,8020.0,7961.8,191.69706921
2019-10-20 10:00:00,7986.4,7970.4,7992.9,7959.5,63.21803631
2019-10-20 11:00:00,7971.5,7975.9,7983.0,7970.3,21.23421963
2019-10-20 12:00:00,7976.7,7992.7,8030.0,7976.7,133.24745166
2019-10-20 13:00:00,7993.35902274,7998.5,8010.0,7993.35902274,33.81887637
2019-10-20 14:00:00,7997.7,8046.72772657,8046.8,7993.9,189.93965222
2019-10-20 15:00:00,8046.7,8064.9,8065.1,8025.73752506,142.71582802
2019-10-20 16:00:00,8064.92667787,8110.0,8119.0,8059.0,267.53395327
2019-10-20 17:00:00,8109.9,8178.9,8200.0,8083.0,1367.51718104
2019-10-20 18:00:00,8178.9,8175.3,8200.0,8170.6,194.29089492
2019-10-20 19:00:00,8175.4,8275.81568136,8275.81568136,8175.3,594.6099065
2019-10-20 20:00:00,8273.9,8246.65172921,8337.0,8242.6,592.39403649
2019-10-20 21:00:00,8246.9,8238.9,8268.1,8227.0,305.37134399
2019-10-20 22:00:00,8239.1,8233.9,8262.6,8230.5,93.5137173
2019-10-20 23:00:00,8233.9,8260.7,8260.7,8211.8,70.48656656
2019-10-21 00:00:00,8260.7,8244.52202668,8285.4,8234.8,342.15056346
2019-10-21 01:00:00,8243.51756352,8255.0,8255.0,8227.6,52.18984456
2019-10-21 02:00:00,8255.0,8274.5479787,8291.9,8249.0,68.16583801
2019-10-21 03:00:00,8274.5479787,8255.4,8278.8,8242.0,171.9851123
2019-10-21 04:00:00,8257.0,8257.1,8267.7,8249.0,41.95995357
2019-10-21 05:00:00,8257.1,8264.3,8280.1,8247.1,49.45497604
2019-10-21 06:00:00,8264.3,8270.1,8289.6,8264.3,42.06469267
2019-10-21 07:00:00,8270.2,8251.7,8270.9,8248.0,140.2078784
2019-10-21 08:00:00,8251.62721493,8250.9,8251.7,8234.8,168.40189151
2019-10-21 09:00:00,8250.9,8237.0,8251.7,8235.0,47.67886226
2019-10-21 10:00:00,8236.9,8305.9,8307.0,8236.9,293.15215818
2019-10-21 11:00:00,8305.9,8264.0,8312.6,8252.6,123.81370387
2019-10-21 12:00:00,8264.0,8268.2,8292.4,8263.9,117.41150247
2019-10-21 13:00:00,8268.3,8270.0,8277.1,8251.0,58.60101001
2019-10-21 14:00:00,8270.0,8285.6,8285.6,8269.0209624,49.439937
2019-10-21 15:00:00,8285.6,8217.9,8371.3,8198.8,975.22651119
2019-10-21 16:00:00,8217.9,8199.0,8224.2,8181.8,182.80958623
2019-10-21 17:00:00,8198.97060371,8208.88446005,8224.29908379,8198.9,104.62926889
2019-10-21 18:00:00,8208.9,8201.1,8217.96201631,8188.4,47.73808981
2019-10-21 19:00:00,8201.2,8213.71080331,8218.9,8200.0,83.22729398
2019-10-21 20:00:00,8215.1,8220.8,8226.9,8215.0,44.6979876
2019-10-21 21:00:00,8220.8,8236.6,8254.4,8220.7,107.22027379000001
2019-10-21 22:00:00,8236.5,8211.9,8236.6,8211.7,54.78750139
2019-10-21 23:00:00,8211.9,8243.8,8251.9,8211.9,53.44548589
2019-10-22 00:00:00,8243.8806926,8215.7,8243.8806926,8209.6,37.04990612
2019-10-22 01:00:00,8215.6,8208.46832881,8243.2,8208.46832881,122.86361259
2019-10-22 02:00:00,8208.46832881,8223.0,8224.2,8205.4,25.25629662
2019-10-22 03:00:00,8223.0,8242.7,8247.5,8213.58831754,35.88685074
2019-10-22 04:00:00,8242.7053417,8257.86810669,8269.0,8235.3,221.60962516
2019-10-22 05:00:00,8257.86810669,8247.9,8259.2064066,8241.2,20.79710598
2019-10-22 06:00:00,8247.83085732,8231.528232,8247.83085732,8228.4,14.65178458
2019-10-22 07:00:00,8231.6,8249.6950873,8261.6,8224.2,60.83325845
2019-10-22 08:00:00,8249.6,8291.3,8291.4,8248.51776495,84.56711571
2019-10-22 09:00:00,8291.4,8305.5,8316.3,8282.6,144.11718635
2019-10-22 10:00:00,8305.5,8278.5,8315.9,8263.35480147,101.93159665
2019-10-22 11:00:00,8278.5,8310.5,8319.9,8268.9,228.73728008
2019-10-22 12:00:00,8310.5,8284.0,8333.0,8275.0,145.38703501
2019-10-22 13:00:00,8282.28778647,8259.4,8290.2,8229.4,166.85164266
2019-10-22 14:00:00,8259.2,8236.0,8266.1,8215.8,341.15382103
2019-10-22 15:00:00,8235.9,8242.1,8242.1,8140.5,556.45160451
2019-10-22 16:00:00,8242.2,8235.9,8247.9,8218.0,54.73323038
2019-10-22 17:00:00,8235.9,8229.4,8235.9,8214.3,36.58616555
2019-10-22 18:00:00,8229.6,8220.3,8233.3,8203.0,82.1561788
2019-10-22 19:00:00,8218.5,8196.6,8222.1,8192.0,68.21995059
2019-10-22 20:00:00,8196.6,8159.0,8196.6,8102.4,595.4073442600001
2019-10-22 21:00:00,8159.0,8130.6,8159.0,8130.6,85.00305544
2019-10-22 22:00:00,8130.6,8100.00547204,8131.5,8100.0,205.91985362
2019-10-22 23:00:00,8100.00547204,8054.3,8106.7,8034.9,415.20152492
2019-10-23 00:00:00,8054.0,8061.2,8073.0,8017.5,387.26747705
2019-10-23 01:00:00,8062.0,8070.2,8074.5,8061.9,60.843069220000004
2019-10-23 02:00:00,8070.0,8058.80970063,8070.0,8029.3,130.91395091
2019-10-23 03:00:00,8058.80970063,7988.5,8058.9,7977.4,563.22800293
2019-10-23 04:00:00,7988.5156946,8000.4,8006.8,7966.9,189.17377773
2019-10-23 05:00:00,8001.4,7979.4,8008.8,7961.7,143.88258801
2019-10-23 06:00:00,7979.4,7999.5,8012.6,7973.02937642,62.46356168
2019-10-23 07:00:00,7999.5,7984.7,8011.3,7984.7,175.92914848
2019-10-23 08:00:00,7984.734556,8001.9,8016.75937265,7982.5,111.61356029
2019-10-23 09:00:00,8001.9,8015.6,8023.0,8001.5,102.68287833
2019-10-23 10:00:00,8015.7,8038.1,8038.43046838,8015.60452253,61.58699139
2019-10-23 11:00:00,8038.09702501,7996.53545003,8038.1,7995.0,335.92308386
2019-10-23 12:00:00,7996.5,7568.1,7996.5,7501.0,4839.36159925
2019-10-23 13:00:00,7568.1,7494.1,7604.37282443,7418.0,2159.23494049
2019-10-23 14:00:00,7491.5,7495.8,7517.6,7459.3,505.37971591
2019-10-23 15:00:00,7495.8,7450.2,7503.5,7450.0,342.59228123
2019-10-23 16:00:00,7450.1,7492.5,7514.1,7333.4,1519.90856081
2019-10-23 17:00:00,7492.6,7521.9,7536.1,7490.0,197.48540239
2019-10-23 18:00:00,7521.9,7522.4,7545.0,7504.2,189.42832109
2019-10-23 19:00:00,7522.4,7497.7,7537.0,7495.60221782,154.12814177
2019-10-23 20:00:00,7496.7,7508.7,7508.7,7481.2,56.00073743
2019-10-23 21:00:00,7508.7,7456.1,7515.6,7455.0,105.53708592
2019-10-23 22:00:00,7456.2,7445.0,7485.0,7423.0,254.30699166
2019-10-23 23:00:00,7445.0,7493.7,7500.0,7434.5,333.98476676
2019-10-24 00:00:00,7493.7,7491.1,7510.2,7477.4,113.28435017
2019-10-24 01:00:00,7491.1,7465.0,7500.0,7412.6,521.70066764
2019-10-24 02:00:00,7464.9,7452.7,7465.8,7423.1,284.72756914
2019-10-24 03:00:00,7452.8,7432.7693255,7456.9,7424.0,364.4866147
2019-10-24 04:00:00,7432.7693255,7441.9,7447.7,7422.7,91.93170152
2019-10-24 05:00:00,7442.0,7436.5,7448.5,7436.4,18.38400864
2019-10-24 06:00:00,7436.4,7387.9,7436.5,7367.9,401.73103521
2019-10-24 07:00:00,7387.8,7449.2,7468.3,7387.8,285.5981674
2019-10-24 08:00:00,7449.2,7482.0,7490.0,7425.7,978.36285434
2019-10-24 09:00:00,7482.0,7476.0,7519.0,7475.5,472.89773836
2019-10-24 10:00:00,7476.0,7473.5,7503.0,7469.0,412.91174208
2019-10-24 11:00:00,7473.5,7466.43437211,7473.57413168,7454.20911098,127.75356152
2019-10-24 12:00:00,7466.4,7486.61073953,7498.6,7459.5,105.17100745
2019-10-24 13:00:00,7486.61073953,7489.3,7500.0,7474.2,81.32116834
2019-10-24 14:00:00,7489.2,7497.8,7529.0,7489.2,256.55119298
2019-10-24 15:00:00,7497.9,7470.1,7501.0,7450.1,241.90701301
2019-10-24 16:00:00,7470.0,7483.3,7486.0,7470.0,109.63168991
2019-10-24 17:00:00,7483.2,7453.7,7483.6,7443.9,101.08352497999999
2019-10-24 18:00:00,7453.63271926,7467.3549921,7480.8,7453.63271926,109.44976555
2019-10-24 19:00:00,7467.4,7496.9,7497.0,7467.3549921,55.11262856
2019-10-24 20:00:00,7496.9,7478.8,7509.2,7477.74149948,336.88450844
2019-10-24 21:00:00,7478.7,7464.5,7488.6,7464.4,101.66685701
2019-10-24 22:00:00,7464.6,7481.6,7485.8,7461.0,59.4236243
2019-10-24 23:00:00,7481.6,7453.0,7498.9,7453.0,172.06839618
2019-10-25 00:00:00,7453.1,7452.1,7463.2,7452.1,58.968804229999996
2019-10-25 01:00:00,7452.2,7472.1,7500.0,7452.1,164.37738687
2019-10-25 02:00:00,7472.0,7466.1,7484.5,7460.1,67.35353855
2019-10-25 03:00:00,7465.8,7472.3,7474.2,7464.8,75.47037985
2019-10-25 04:00:00,7472.9,7460.4,7472.9,7460.06316,14.14712913
2019-10-25 05:00:00,7460.32521444,7480.6,7484.9,7426.0,159.99582217
2019-10-25 06:00:00,7480.6,7483.4,7495.0,7476.20369642,35.89822082
2019-10-25 07:00:00,7483.4,7500.1,7505.1,7483.3,113.42351595
2019-10-25 08:00:00,7500.07104,7489.9,7517.0,7489.8,135.1450387
2019-10-25 09:00:00,7489.98979553,7486.5592155,7489.98979553,7486.3,38.17028149
2019-10-25 10:00:00,7486.6,7627.118652,7646.0,7484.9,1180.61075038
2019-10-25 11:00:00,7626.4,7613.9,7689.5,7607.3,613.88229154
2019-10-25 12:00:00,7618.2,7659.6,7678.9,7618.2,335.05167223
2019-10-25 13:00:00,7660.6,7701.5,7710.0,7646.6,446.71799442
2019-10-25 14:00:00,7700.1,7699.93244431,7720.0,7680.0,352.74843767
2019-10-25 15:00:00,7699.93244431,8311.7,8629.2,7699.93244431,4616.29133208
2019-10-25 16:00:00,8312.9,8435.9354,8524.0,8312.9,1807.71491299
2019-10-25 17:00:00,8435.9354,8528.0,8803.1,8427.5461756,3286.3846420200002
2019-10-25 18:00:00,8530.6,8660.3,8688.0,8500.0,829.98175866
2019-10-25 19:00:00,8659.7,8666.3,8699.8,8565.4,568.600711
2019-10-25 20:00:00,8666.6,8589.0,8684.986791,8589.0,550.67175658
2019-10-25 21:00:00,8589.01206,8618.0,8664.9,8589.0,148.1617965
2019-10-25 22:00:00,8618.1,8632.1,8738.7,8587.4,729.62192306
2019-10-25 23:00:00,8632.0,8679.1,8696.6446049,8575.0,767.08870525
2019-10-26 00:00:00,8678.8,9219.0,9368.0,8661.8518214,6276.00819286
2019-10-26 01:00:00,9222.0,10076.0,10480.0,9211.44783677,6665.4302518800005
2019-10-26 02:00:00,10073.155014,9689.90101035,10288.0,9577.1,3872.14054197
2019-10-26 03:00:00,9689.9,9623.0,9740.0,9512.9,1332.59630977
2019-10-26 04:00:00,9619.9,9667.40758662,9710.0,9560.1,604.962449
2019-10-26 05:00:00,9671.6,9632.2,9826.8,9630.1,617.42840476
2019-10-26 06:00:00,9634.5,9615.5,9668.8,9562.4,474.64913458
2019-10-26 07:00:00,9616.0,9511.6,9637.0,9366.0,899.39191245
2019-10-26 08:00:00,9511.6,9405.00714756,9515.8,9400.0,930.90805472
2019-10-26 09:00:00,9405.0,9187.4,9405.0212448,9055.2,2716.53441775
2019-10-26 10:00:00,9187.4,9274.370202,9378.2,9171.4,492.9238735
