Date,Open,Close,High,Low,Volume
2020-10-12 01:00:00,11385.0,11402.0,11407.9761516,11368.0,66.79237484
2020-10-12 02:00:00,11405.0,11409.0,11413.0,11386.0,43.75723765
2020-10-12 03:00:00,11409.12318845,11399.0,11415.0,11397.0,25.67339679
2020-10-12 04:00:00,11398.0,11399.0,11405.0,11385.0,12.94725986
2020-10-12 05:00:00,11398.0,11410.07110796,11422.0,11396.0,33.15308198
2020-10-12 06:00:00,11411.0,11355.0,11411.0,11355.0,32.47006589
2020-10-12 07:00:00,11354.0,11392.0,11402.0,11344.0,27.38741985
2020-10-12 08:00:00,11392.0,11375.91545956,11405.0,11375.91545956,48.13686995
2020-10-12 09:00:00,11375.90557869,11369.05710256,11388.14581694,11336.0,51.68825671
2020-10-12 10:00:00,11369.0,11280.7634604,11377.0,11111.0,1474.52189534
2020-10-12 11:00:00,11278.0,11270.0,11285.0,11255.0,325.70776057
2020-10-12 12:00:00,11270.0,11306.0,11307.92976935,11270.0,241.88127072
2020-10-12 13:00:00,11306.0,11509.0,11544.0,11297.0,1143.08843731
2020-10-12 14:00:00,11509.0,11489.0,11520.96870978,11466.0,162.39048953
2020-10-12 15:00:00,11492.0,11563.4003017,11609.0,11492.0,507.3855352
2020-10-12 16:00:00,11564.0,11575.88280062,11600.0,11546.0,220.5727856
2020-10-12 17:00:00,11575.73658598,11572.0,11588.0,11523.0,269.35999468
2020-10-12 18:00:00,11572.0,11571.0,11588.0,11562.0,52.49259957
2020-10-12 19:00:00,11571.0693968,11567.0,11593.0,11562.0,69.90355558
2020-10-12 20:00:00,11568.0,11580.0,11593.0,11554.0,78.57751252
2020-10-12 21:00:00,11579.21579854,11706.0,11739.97398,11579.0,528.50306213
2020-10-12 22:00:00,11707.0,11679.0,11726.0,11659.0,148.27373931
2020-10-12 23:00:00,11679.0,11560.0,11680.0,11517.0,766.72641434
2020-10-13 00:00:00,11560.0,11517.86244,11564.64031739,11457.0,209.93875474
2020-10-13 01:00:00,11516.0,11530.0,11540.0,11481.0,68.05638708
2020-10-13 02:00:00,11531.0,11508.0,11531.0,11485.0,66.65802052000001
2020-10-13 03:00:00,11508.0,11480.0,11508.0,11447.0,138.97979129
2020-10-13 04:00:00,11477.8945028,11505.0,11507.0,11476.0,67.03699414
2020-10-13 05:00:00,11505.0,11532.0,11540.0,11502.0,29.73036405
2020-10-13 06:00:00,11531.92565645,11501.0,11532.0,11484.0,67.43672709
2020-10-13 07:00:00,11499.0,11475.0,11499.0,11453.0,154.40489479000001
2020-10-13 08:00:00,11475.08149313,11510.0,11510.0,11468.60072625,164.42799997
2020-10-13 09:00:00,11510.0,11488.0898359,11516.0,11488.0,49.11478129
2020-10-13 10:00:00,11490.0,11539.0,11574.90850243,11415.0,355.50087795
2020-10-13 11:00:00,11539.0,11511.07130069,11543.371568,11482.0,120.3956308
2020-10-13 12:00:00,11511.0,11462.0,11523.787922,11447.0,437.00306565
2020-10-13 13:00:00,11462.04140867,11375.61937478,11462.04140867,11350.0,663.39440008
2020-10-13 14:00:00,11375.0,11407.04727345,11410.0,11333.0,257.89217734
2020-10-13 15:00:00,11407.04727345,11409.1824335,11438.0,11393.0,94.21067809
2020-10-13 16:00:00,11408.0,11413.0,11413.0,11368.0,117.01006718
2020-10-13 17:00:00,11412.74701839,11373.443258,11414.0,11373.0,58.30422909
2020-10-13 18:00:00,11374.0,11402.0,11417.0,11368.0,142.17376002
2020-10-13 19:00:00,11396.940154,11410.0,11444.0,11393.0,83.10728091
2020-10-13 20:00:00,11410.33536,11446.0,11448.0,11409.0,185.18110318
2020-10-13 21:00:00,11446.94901346,11466.77785739,11476.0,11441.02710552,162.61892002
2020-10-13 22:00:00,11467.0,11456.0,11475.858488,11440.0,169.50050036
2020-10-13 23:00:00,11456.0,11442.0,11466.0,11433.0,43.14408064
2020-10-14 00:00:00,11442.72553612,11499.0,11500.0,11427.0,72.59730911
2020-10-14 01:00:00,11498.01681514,11465.0,11498.721516,11455.1079744,46.46781873
2020-10-14 02:00:00,11464.10348493,11447.0,11465.0,11442.07452779,16.55897724
2020-10-14 03:00:00,11447.05862351,11410.0,11464.0,11410.0,102.01283816
2020-10-14 04:00:00,11410.0,11409.0,11430.0,11384.0,46.706134490000004
2020-10-14 05:00:00,11410.0,11426.0,11427.0,11398.0,13.7918666
2020-10-14 06:00:00,11427.0,11438.0,11439.0,11411.15749245,40.91142648
2020-10-14 07:00:00,11439.0,11426.0,11440.0,11407.0,35.15383258
2020-10-14 08:00:00,11426.9111811,11460.0,11464.0,11426.0,43.840414270000004
2020-10-14 09:00:00,11460.62147165,11430.91732816,11468.0,11425.0,236.34808531
2020-10-14 10:00:00,11430.80003505,11396.08425964,11432.0,11382.0,187.34350943
2020-10-14 11:00:00,11396.0,11388.69804488,11428.0,11388.0,52.54954498
2020-10-14 12:00:00,11388.11068372,11426.0,11426.0,11376.0,112.49603761
2020-10-14 13:00:00,11426.65925961,11550.89775964,11564.0,11426.42401974,302.28260943
2020-10-14 14:00:00,11550.96317918,11403.0,11555.0,11372.0,476.53806152
2020-10-14 15:00:00,11403.0,11331.9110016,11428.0,11309.0,379.79103169
2020-10-14 16:00:00,11331.452815,11354.0,11371.91229241,11312.0,111.52859375
