Date,Open,Close,Low,High,Volume
1588905900,9874.258,9872.402,9867.9735,9900.1825,730.156477
1588906800,9874.509,9845.2905,9805.3415,9874.509,1460.669848
1588907700,9845.3925,9869.0805,9830.832,9884.954,718.338888
1588908600,9869.836,9890.17,9853.6155,9898.553,645.940279
1588909500,9890.6955,9905.8585,9888.954,9920.624,960.293073
1588910400,9905.8585,9865.596,9865.596,9908.4075,642.821606
1588911300,9861.047,9876.8265,9842.46,9880.863,918.415575
1588912200,9876.123,9887.8845,9858.457,9888.0025,430.683143
1588913100,9887.1855,9882.597,9878.091,9901.3695,539.751901
1588914000,9882.597,9854.3675,9851.5045,9886.2675,549.874513
1588914900,9851.1535,9869.6145,9781.3315,9873.998,1606.105583
1588915800,9871.211,9890.4175,9856.2425,9891.498,743.800708
1588916700,9890.4175,9841.7295,9835.3555,9890.4175,637.256428
1588917600,9839.5165,9811.557,9764.7865,9844.0075,1974.879587
1588918500,9811.47,9790.9365,9766.257,9830.082,1005.926756
1588919400,9790.9165,9756.2295,9729.9315,9790.9365,1684.027356
1588920300,9755.514,9742.8685,9723.7265,9791.4805,1351.743948
1588921200,9739.795,9757.52,9691.2885,9763.116,2553.525335
1588922100,9758.382,9775.914,9756.3135,9777.919,926.357209
1588923000,9777.3205,9724.553,9722.779,9777.3205,1306.595968
1588923900,9724.504,9785.875,9717.087,9801.6445,1099.242253
1588924800,9786.844,9799.601,9784.34,9817.5345,947.729633
1588925700,9800.431,9845.523,9795.495,9849.8485,937.613247
1588926600,9845.1155,9838.27,9835.3555,9875.245,1349.367812
1588927500,9837.596,9835.285,9813.6545,9845.8545,742.18758
1588928400,9834.6265,9828.06,9790.334,9836.125,889.756719
1588929300,9827.9835,9835.84,9825.7895,9847.0525,557.07306
1588930200,9835.585,9824.962,9808.0675,9847.5345,563.555107
1588931100,9824.9815,9809.006,9795.445,9825.37,461.790675
1588932000,9809.098,9838.747,9793.6995,9839.7115,540.768739
1588932900,9838.747,9861.7855,9834.6105,9862.8315,774.467463
1588933800,9862.344,9860.4075,9840.641,9865.27,729.651991
1588934700,9860.364,9928.1325,9860.293,9934.1175,2031.477235
1588935600,9926.183,9878.438,9876.443,9926.183,1497.383634
1588936500,9877.9045,9904.786,9857.597,9911.4245,882.301453
1588937400,9905.17,9905.1805,9886.5555,9925.12,708.970708
1588938300,9905.1805,9874.381,9850.2695,9905.1805,957.507047
1588939200,9874.2535,9836.2905,9762.8355,9874.2535,2468.169305
1588940100,9837.65,9871.245,9822.1435,9871.2655,844.426301
1588941000,9872.3325,9845.32,9840.929,9893.132,940.931958
1588941900,9845.9085,9804.731,9801.241,9848.911,762.403353
1588942800,9804.865,9840.716,9793.634,9841.34,541.280211
1588943700,9840.597,9833.8805,9811.1425,9849.2405,426.375654
1588944600,9834.9185,9840.835,9834.8135,9870.008,794.675746
1588945500,9840.763,9857.9085,9836.662,9859.685,587.839748
1588946400,9858.621,9914.0355,9841.8655,9917.086,1360.128058
1588947300,9913.6695,9912.163,9885.2305,9917.08,852.395387
1588948200,9911.4145,9920.1125,9882.651,9922.1275,955.884863
1588949100,9920.1225,9930.028,9913.2725,9961.07,2116.057699
1588950000,9930.078,9953.681,9918.695,9961.539,1286.9843
1588950900,9953.7375,9970.592,9941.358,9981.4365,2891.203852
1588951800,9970.659,9941.3395,9923.3725,9979.9825,1745.463562
1588952700,9942.5115,9915.993,9887.2255,9951.252,1530.527587
1588953600,9916.8815,9948.212,9891.9115,9968.8005,1832.906182
1588954500,9948.212,9939.654,9915.237,9962.309,791.040347
1588955400,9940.005,9952.3635,9940.005,9964.9905,900.119338
1588956300,9952.43,9948.302,9921.1405,9956.7405,796.077574
1588957200,9948.223,9909.515,9897.4695,9952.462,1049.136897
1588958100,9909.559,9922.8755,9900.193,9926.6205,760.159509
1588959000,9923.0055,9931.464,9913.1205,9933.1105,501.366279
1588959900,9932.832,9938.0145,9932.1595,9954.7805,778.543118
1588960800,9937.75,9932.185,9919.086,9953.0605,885.995562
1588961700,9931.9775,9939.8135,9928.9405,9945.07,409.304966
1588962600,9939.069,9926.827,9914.633,9939.6595,507.211325
1588963500,9926.4895,9863.2605,9849.669,9928.1565,1240.575295
1588964400,9864.5465,9893.7635,9839.1035,9897.955,1131.272942
1588965300,9893.6055,9910.756,9893.6055,9914.1475,403.833213
1588966200,9910.756,9924.579,9898.068,9937.4595,768.77717
1588967100,9924.5895,9921.13,9914.921,9926.629,469.795534
1588968000,9921.13,9917.991,9898.653,9925.9285,590.126778
1588968900,9918.2535,9916.5915,9902.1375,9919.822,321.120554
1588969800,9916.5915,9938.0375,9915.3245,9945.151,709.450164
1588970700,9938.018,9954.9475,9925.1305,9960.4455,521.744072
1588971600,9954.9085,9952.2515,9935.799,9963.5795,528.399863
1588972500,9952.1455,9939.0165,9931.504,9955.7945,434.189921
1588973400,9939.046,9957.2795,9938.098,9957.4755,279.386864
1588974300,9957.2155,9971.005,9948.6755,9972.696,674.535045
1588975200,9972.1485,9957.3695,9937.0745,9975.294,712.094127
1588976100,9957.3695,9953.6085,9943.57,9965.1765,496.003927
1588977000,9953.733,9933.3975,9902.1685,9960.4215,901.654007
1588977900,9933.519,9849.26,9822.8825,9940.0675,2158.298889
1588978800,9847.8135,9835.345,9811.6825,9891.8465,1703.350858
1588979700,9834.589,9870.405,9829.929,9873.865,1022.372522
1588980600,9870.487,9838.644,9820.351,9886.1315,979.681638
1588981500,9838.8155,9775.6985,9755.739,9839.2105,2472.095181
1588982400,9778.707,9823.722,9706.185,9848.173,3496.790178
1588983300,9823.4745,9808.951,9796.7505,9833.36,717.429664
1588984200,9808.782,9850.098,9806.9065,9856.916,704.002188
1588985100,9850.098,9844.123,9839.046,9860.995,415.258335
1588986000,9844.5845,9881.22,9836.1015,9882.992,729.143587
1588986900,9880.2685,9857.5495,9852.306,9888.632,523.329312
1588987800,9857.3005,9856.7115,9853.269,9882.114,516.649658
1588988700,9857.021,9827.8015,9818.697,9857.455,569.769701
